Rank,Id,Pokemon,Type1,Type2,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Generation,Legendary,Usage%,Raw,Raw%,Real,Real%,Date
13  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 17.34851% , 12116  , 15.298% , 9298   , 14.469% , 2021/01
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 16.57358% , 12436  , 15.702% , 9295   , 14.465% , 2021/01
15  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 15.11207% , 11021  , 13.915% , 9179   , 14.284% , 2021/01
16  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 14.60314% , 11181  , 14.117% , 8749   , 13.615% , 2021/01
17  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 10.64344% , 9044   , 11.419% , 6929   , 10.783% , 2021/01
18  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            , 10.35708% , 7406   ,  9.351% , 5908   ,  9.194% , 2021/01
19  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            ,  9.07492% , 7740   ,  9.773% , 6410   ,  9.975% , 2021/01
20  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  8.01427% , 6357   ,  8.027% , 5489   ,  8.542% , 2021/01
21  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  7.71957% , 6024   ,  7.606% , 5365   ,  8.349% , 2021/01
22  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  7.68171% , 5540   ,  6.995% , 4468   ,  6.953% , 2021/01
23  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.30341% , 6060   ,  7.652% , 4851   ,  7.549% , 2021/01
24  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.04106% , 6101   ,  7.703% , 4850   ,  7.548% , 2021/01
25  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  6.03022% , 5186   ,  6.548% , 4291   ,  6.678% , 2021/01
26  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  5.84928% , 4837   ,  6.107% , 3794   ,  5.904% , 2021/01
27  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  5.05874% , 4064   ,  5.131% , 3048   ,  4.743% , 2021/01
28  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.64598% , 4609   ,  5.819% , 3775   ,  5.875% , 2021/01
29  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  4.13499% , 4529   ,  5.718% , 4250   ,  6.614% , 2021/01
30  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  4.01316% , 3277   ,  4.138% , 2676   ,  4.164% , 2021/01
31  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  3.66381% , 2827   ,  3.569% , 2279   ,  3.547% , 2021/01
32  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.32958% , 2616   ,  3.303% , 1914   ,  2.979% , 2021/01
33  , 105,Marowak,Ground,,425,60,80,110,50,80,45,1,False            ,  3.18926% , 2718   ,  3.432% , 1947   ,  3.030% , 2021/01
34  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  3.12221% , 2468   ,  3.116% , 2146   ,  3.340% , 2021/01
35  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.11252% , 2613   ,  3.299% , 2105   ,  3.276% , 2021/01
36  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  2.97496% , 2954   ,  3.730% , 2366   ,  3.682% , 2021/01
37  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  2.91952% , 3027   ,  3.822% , 2336   ,  3.635% , 2021/01
38  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  2.78046% , 2405   ,  3.037% , 2015   ,  3.136% , 2021/01
39  , 308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False           ,  2.74005% , 2264   ,  2.859% , 1842   ,  2.866% , 2021/01
40  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  2.66977% , 2914   ,  3.679% , 2335   ,  3.634% , 2021/01
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 47.32499% , 34242  , 42.576% , 28966  , 44.233% , 2020/12
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 36.98216% , 28619  , 35.584% , 23491  , 35.872% , 2020/12
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 35.05647% , 26992  , 33.561% , 22404  , 34.212% , 2020/12
4   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 29.76752% , 22042  , 27.407% , 20369  , 31.105% , 2020/12
5   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 28.34319% , 23146  , 28.779% , 18525  , 28.289% , 2020/12
6   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 27.36059% , 22295  , 27.721% , 17990  , 27.472% , 2020/12
7   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 26.68478% , 18720  , 23.276% , 16962  , 25.902% , 2020/12
8   , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 24.75805% , 18190  , 22.617% , 15391  , 23.503% , 2020/12
9   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 23.27528% , 17675  , 21.977% , 14877  , 22.718% , 2020/12
10  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 22.91357% , 16937  , 21.059% , 12619  , 19.270% , 2020/12
11  , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 21.34251% , 16008  , 19.904% , 13143  , 20.070% , 2020/12
12  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 20.70434% , 15201  , 18.901% , 11296  , 17.250% , 2020/12
13  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 15.61789% , 12020  , 14.945% , 9164   , 13.994% , 2020/12
14  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 15.50892% , 10824  , 13.458% , 8404   , 12.833% , 2020/12
15  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 14.81044% , 10893  , 13.544% , 9080   , 13.866% , 2020/12
16  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 14.19544% , 10796  , 13.424% , 8475   , 12.942% , 2020/12
17  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 10.03866% , 8526   , 10.601% , 6509   ,  9.940% , 2020/12
18  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            ,  9.89873% , 8570   , 10.656% , 7008   , 10.702% , 2020/12
19  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  9.60672% , 7557   ,  9.396% , 6709   , 10.245% , 2020/12
20  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  9.50718% , 7089   ,  8.814% , 5705   ,  8.712% , 2020/12
21  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  8.51977% , 7379   ,  9.175% , 5899   ,  9.008% , 2020/12
22  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  7.81780% , 6112   ,  7.600% , 4907   ,  7.493% , 2020/12
23  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  7.81001% , 6621   ,  8.232% , 5340   ,  8.155% , 2020/12
24  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  7.78148% , 6362   ,  7.910% , 5267   ,  8.043% , 2020/12
25  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  5.81512% , 4575   ,  5.688% , 3759   ,  5.740% , 2020/12
26  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  5.69712% , 4461   ,  5.547% , 3914   ,  5.977% , 2020/12
27  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  5.58443% , 4272   ,  5.312% , 3255   ,  4.971% , 2020/12
28  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.80090% , 4696   ,  5.839% , 3766   ,  5.751% , 2020/12
29  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  4.49973% , 4278   ,  5.319% , 3908   ,  5.968% , 2020/12
30  , 105,Marowak,Ground,,425,60,80,110,50,80,45,1,False            ,  4.39406% , 3231   ,  4.017% , 2345   ,  3.581% , 2020/12
31  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  4.37938% , 3450   ,  4.290% , 2749   ,  4.198% , 2020/12
32  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  4.06261% , 3074   ,  3.822% , 2652   ,  4.050% , 2020/12
33  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  3.50987% , 3379   ,  4.201% , 2646   ,  4.041% , 2020/12
34  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.45280% , 2795   ,  3.475% , 2273   ,  3.471% , 2020/12
35  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.09543% , 2536   ,  3.153% , 1919   ,  2.930% , 2020/12
36  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  3.03960% , 3420   ,  4.252% , 2673   ,  4.082% , 2020/12
37  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  2.94955% , 2669   ,  3.319% , 2257   ,  3.447% , 2020/12
38  , 308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False           ,  2.85546% , 2176   ,  2.706% , 1748   ,  2.669% , 2020/12
39  , 356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False           ,  2.80573% , 2525   ,  3.140% , 2154   ,  3.289% , 2020/12
40  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  2.70816% , 2300   ,  2.860% , 2011   ,  3.071% , 2020/12
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 47.49790% , 33188  , 43.285% , 28067  , 45.574% , 2020/11
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 37.84821% , 27957  , 36.462% , 22736  , 36.918% , 2020/11
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 35.35037% , 26118  , 34.064% , 21020  , 34.132% , 2020/11
4   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 29.58613% , 21019  , 27.413% , 19140  , 31.079% , 2020/11
5   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 29.21875% , 22521  , 29.372% , 17643  , 28.648% , 2020/11
6   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 27.89993% , 19668  , 25.651% , 17684  , 28.715% , 2020/11
7   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 27.11256% , 20634  , 26.911% , 16413  , 26.651% , 2020/11
8   , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 22.93705% , 17110  , 22.315% , 14169  , 23.007% , 2020/11
9   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 22.41940% , 16406  , 21.397% , 13467  , 21.867% , 2020/11
10  , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 22.03864% , 15901  , 20.738% , 13354  , 21.684% , 2020/11
11  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 20.41407% , 15006  , 19.571% , 10955  , 17.788% , 2020/11
12  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 19.16504% , 13900  , 18.129% , 10008  , 16.251% , 2020/11
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 16.75388% , 12079  , 15.754% , 10046  , 16.312% , 2020/11
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 15.64204% , 11807  , 15.399% , 8675   , 14.086% , 2020/11
15  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 14.35015% , 9928   , 12.948% , 7731   , 12.553% , 2020/11
16  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 13.35117% , 9995   , 13.036% , 7636   , 12.399% , 2020/11
17  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 11.30064% , 8817   , 11.499% , 6610   , 10.733% , 2020/11
18  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            , 10.48192% , 7402   ,  9.654% , 5873   ,  9.536% , 2020/11
19  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            ,  9.31252% , 7802   , 10.176% , 6213   , 10.088% , 2020/11
20  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  8.78608% , 6491   ,  8.466% , 5152   ,  8.366% , 2020/11
21  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  8.60581% , 6813   ,  8.886% , 5888   ,  9.561% , 2020/11
22  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.75451% , 5943   ,  7.751% , 4741   ,  7.698% , 2020/11
23  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  7.23396% , 5739   ,  7.485% , 4665   ,  7.575% , 2020/11
24  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  6.91437% , 5703   ,  7.438% , 4524   ,  7.346% , 2020/11
25  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  6.67705% , 4986   ,  6.503% , 4026   ,  6.537% , 2020/11
26  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  5.85174% , 4618   ,  6.023% , 4101   ,  6.659% , 2020/11
27  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  4.53737% , 3237   ,  4.222% , 2446   ,  3.972% , 2020/11
28  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.38702% , 3646   ,  4.755% , 2862   ,  4.647% , 2020/11
29  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.22721% , 3795   ,  4.950% , 3060   ,  4.969% , 2020/11
30  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  4.04749% , 2789   ,  3.637% , 2401   ,  3.899% , 2020/11
31  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.86688% , 2955   ,  3.854% , 2408   ,  3.910% , 2020/11
32  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  3.78515% , 3636   ,  4.742% , 2690   ,  4.368% , 2020/11
33  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  3.75642% , 3232   ,  4.215% , 2927   ,  4.753% , 2020/11
34  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.33828% , 2892   ,  3.772% , 2447   ,  3.973% , 2020/11
35  , 105,Marowak,Ground,,425,60,80,110,50,80,45,1,False            ,  3.16712% , 2298   ,  2.997% , 1585   ,  2.574% , 2020/11
36  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  3.10068% , 2865   ,  3.737% , 2180   ,  3.540% , 2020/11
37  , 308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False           ,  3.03586% , 2341   ,  3.053% , 1806   ,  2.933% , 2020/11
38  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  2.92491% , 2638   ,  3.441% , 2107   ,  3.421% , 2020/11
39  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  2.91509% , 2261   ,  2.949% , 1940   ,  3.150% , 2020/11
40  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  2.73299% , 2274   ,  2.966% , 1671   ,  2.713% , 2020/11
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 50.37819% , 42115  , 45.633% , 35592  , 47.319% , 2020/10
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 38.10014% , 34026  , 36.869% , 27794  , 36.951% , 2020/10
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 36.15697% , 31829  , 34.488% , 26238  , 34.883% , 2020/10
4   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 32.04094% , 27603  , 29.909% , 25199  , 33.501% , 2020/10
5   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 29.63963% , 27307  , 29.588% , 21882  , 29.092% , 2020/10
6   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 27.11690% , 25074  , 27.169% , 20356  , 27.063% , 2020/10
7   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 26.32087% , 21699  , 23.512% , 19705  , 26.197% , 2020/10
8   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 24.67781% , 21222  , 22.995% , 17495  , 23.259% , 2020/10
9   , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 23.20635% , 19734  , 21.383% , 16561  , 22.017% , 2020/10
10  , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 23.12103% , 19918  , 21.582% , 16945  , 22.528% , 2020/10
11  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 20.49632% , 17484  , 18.945% , 12445  , 16.545% , 2020/10
12  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 20.29617% , 17417  , 18.872% , 13078  , 17.387% , 2020/10
13  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 16.76473% , 14456  , 15.664% , 12071  , 16.048% , 2020/10
14  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 15.82762% , 14492  , 15.703% , 10947  , 14.554% , 2020/10
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 13.47004% , 11391  , 12.343% , 8979   , 11.937% , 2020/10
16  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 13.14875% , 10766  , 11.665% , 8647   , 11.496% , 2020/10
17  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            , 10.47053% , 8971   ,  9.720% , 7259   ,  9.651% , 2020/10
18  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 10.23831% , 9806   , 10.625% , 7557   , 10.047% , 2020/10
19  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            ,  9.04882% , 9079   ,  9.837% , 7595   , 10.097% , 2020/10
20  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  7.99009% , 7121   ,  7.716% , 6355   ,  8.449% , 2020/10
21  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  7.58023% , 6661   ,  7.217% , 5427   ,  7.215% , 2020/10
22  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  7.19376% , 6768   ,  7.333% , 5621   ,  7.473% , 2020/10
23  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  6.91595% , 6291   ,  6.817% , 5116   ,  6.802% , 2020/10
24  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  6.84398% , 6581   ,  7.131% , 5413   ,  7.196% , 2020/10
25  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  6.48034% , 6202   ,  6.720% , 4982   ,  6.623% , 2020/10
26  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  6.09689% , 5461   ,  5.917% , 4774   ,  6.347% , 2020/10
27  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  5.16626% , 4500   ,  4.876% , 3565   ,  4.740% , 2020/10
28  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  4.44569% , 4445   ,  4.816% , 4219   ,  5.609% , 2020/10
29  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  4.43820% , 5097   ,  5.523% , 4015   ,  5.338% , 2020/10
30  , 243,Raikou,Electric,,580,90,85,75,115,100,115,2,True             ,  3.94539% , 3534   ,  3.829% , 3019   ,  4.014% , 2020/10
31  , 105,Marowak,Ground,,425,60,80,110,50,80,45,1,False            ,  3.81322% , 3226   ,  3.496% , 2268   ,  3.015% , 2020/10
32  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  3.67233% , 4420   ,  4.789% , 3635   ,  4.833% , 2020/10
33  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  3.58696% , 3001   ,  3.252% , 2650   ,  3.523% , 2020/10
34  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.46142% , 3452   ,  3.740% , 2794   ,  3.715% , 2020/10
35  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.29690% , 3048   ,  3.303% , 2419   ,  3.216% , 2020/10
36  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.24982% , 3275   ,  3.549% , 2517   ,  3.346% , 2020/10
37  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.16622% , 3227   ,  3.497% , 2704   ,  3.595% , 2020/10
38  , 308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False           ,  2.90739% , 2842   ,  3.079% , 2216   ,  2.946% , 2020/10
39  , 3,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False           ,  2.75609% , 3084   ,  3.342% , 2626   ,  3.491% , 2020/10
40  , 65,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False           ,  2.71851% , 3484   ,  3.775% , 2544   ,  3.382% , 2020/10
1   , 248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False          , 49.52025% , 44098  , 43.781% , 36980  , 45.402% , 2020/09
2   , 376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False          , 39.42014% , 37750  , 37.479% , 30480  , 37.421% , 2020/09
3   , 260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False           , 35.36710% , 33521  , 33.280% , 27326  , 33.549% , 2020/09
4   , 227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False           , 31.68674% , 28924  , 28.716% , 26218  , 32.189% , 2020/09
5   , 94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False             , 30.06518% , 29943  , 29.728% , 23693  , 29.089% , 2020/09
6   , 373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False          , 28.62126% , 28490  , 28.285% , 23042  , 28.289% , 2020/09
7   , 145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True             , 28.00479% , 24645  , 24.468% , 22262  , 27.332% , 2020/09
8   , 143,Snorlax,Normal,,540,160,110,65,65,110,30,1,False            , 26.10047% , 24533  , 24.357% , 19903  , 24.436% , 2020/09
9   , 251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False             , 22.05055% , 20405  , 20.258% , 17008  , 20.881% , 2020/09
10  , 242,Blissey,Normal,,540,255,10,10,75,135,55,2,False            , 20.77694% , 19168  , 19.030% , 16276  , 19.983% , 2020/09
11  , 51,Dugtrio,Ground,,405,35,80,50,50,70,120,1,False            , 19.43103% , 18084  , 17.954% , 13354  , 16.395% , 2020/09
12  , 82,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False           , 19.29566% , 18548  , 18.415% , 13452  , 16.515% , 2020/09
13  , 142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False         , 15.64193% , 15455  , 15.344% , 11372  , 13.962% , 2020/09
14  , 245,Suicune,Water,,580,100,75,115,90,115,85,2,True            , 15.19821% , 13722  , 13.623% , 11270  , 13.837% , 2020/09
15  , 121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False            , 14.68759% , 13487  , 13.390% , 10678  , 13.110% , 2020/09
16  , 385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True            , 11.08891% , 9661   ,  9.592% , 7771   ,  9.541% , 2020/09
17  , 214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False          , 10.18018% , 10724  , 10.647% , 8296   , 10.185% , 2020/09
18  , 135,Jolteon,Electric,,525,65,65,60,110,95,130,1,False            ,  9.25605% , 10183  , 10.110% , 8386   , 10.296% , 2020/09
19  , 286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False            ,  9.07054% , 9331   ,  9.264% , 7546   ,  9.264% , 2020/09
20  , 344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False            ,  8.12155% , 7393   ,  7.340% , 6009   ,  7.377% , 2020/09
21  , 146,Moltres,Fire,Flying,580,90,100,90,125,85,90,1,True            ,  7.73612% , 7418   ,  7.365% , 6062   ,  7.443% , 2020/09
22  , 205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False         ,  7.36718% , 7593   ,  7.538% , 6746   ,  8.282% , 2020/09
23  , 350,Milotic,Water,,540,95,60,79,100,125,81,3,False            ,  7.06899% , 7412   ,  7.359% , 6053   ,  7.431% , 2020/09
24  , 330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False             ,  6.85570% , 7015   ,  6.965% , 5656   ,  6.944% , 2020/09
25  , 91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False           ,  6.76680% , 6656   ,  6.608% , 5751   ,  7.061% , 2020/09
26  , 130,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False           ,  5.76285% , 6036   ,  5.993% , 4869   ,  5.978% , 2020/09
27  , 171,Lanturn,Water,Electric,460,125,58,58,76,76,67,2,False            ,  5.42432% , 5130   ,  5.093% , 4284   ,  5.260% , 2020/09
28  , 6,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False          ,  5.03197% , 5730   ,  5.689% , 4481   ,  5.501% , 2020/09
29  , 257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False           ,  4.14607% , 5284   ,  5.246% , 4153   ,  5.099% , 2020/09
30  , 297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False           ,  3.82215% , 3479   ,  3.454% , 3006   ,  3.691% , 2020/09
31  , 229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False           ,  3.70812% , 4000   ,  3.971% , 3069   ,  3.768% , 2020/09
32  , 291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False            ,  3.61489% , 4433   ,  4.401% , 3981   ,  4.888% , 2020/09
33  , 233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False           ,  3.55044% , 3540   ,  3.515% , 2788   ,  3.423% , 2020/09
34  , 230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False            ,  3.43493% , 3279   ,  3.255% , 2424   ,  2.976% , 2020/09
35  , 134,Vaporeon,Water,,525,130,65,60,110,95,65,1,False           ,  3.25618% , 3622   ,  3.596% , 2904   ,  3.565% , 2020/09
36  , 254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False           ,  3.17700% , 4465   ,  4.433% , 3481   ,  4.274% , 2020/09
37  , 378,Regice,Ice,,580,80,50,100,100,200,50,3,True             ,  3.14457% , 3221   ,  3.198% , 2561   ,  3.144% , 2020/09
38  , 197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False            ,  3.12126% , 3638   ,  3.612% , 3004   ,  3.688% , 2020/09
